device,country,topic,level1,level2,raw_messages,raw_users,raw_conversations,date
desktop,840,PRP Systems,Technology,Sports and Fitness Technology,6,3,3,2025-12-01
desktop,840,Food & Dining Forum,Technology,Travel and Hospitality Technology,22,17,17,2025-12-01
desktop,840,Writing Strategies,Financial Services,Consumer Financial Literacy,12,10,10,2025-12-01
desktop,840,Computer Certification Courses,Aerospace & Defense,Defense Systems,3,2,2,2025-12-01
desktop,840,Structural Blocks,Technology,Aerospace and Defense,4,4,4,2025-12-01
desktop,840,IT Sales Training,Technology,Data Analytics,1,1,1,2025-12-01
desktop,840,Academic Collaboration Programs,Technology,Blockchain and Cryptocurrency,2,2,2,2025-12-01
desktop,840,Cable Braiding Machines,Technology,Digital Media and Content,3,2,2,2025-12-01
desktop,840,Containment Works,Technology,Marketing and AdTech,14,9,10,2025-12-01
desktop,840,Security Workshops,Financial Services,Lending and Credit Operations,6,4,4,2025-12-01
desktop,840,Fuel/Air Induction Cleanup,Aerospace & Defense,Aircraft Manufacturing,16,11,13,2025-12-01
desktop,840,Crafting Fabrics,Technology,Retail and E-commerce Tech,7,7,7,2025-12-01
desktop,840,Sexual Abuse Legal Services,Technology,Cybersecurity and Identity,18,12,14,2025-12-01
desktop,840,Anti-Corruption Advocacy,Financial Services,Financial Technology Innovation,1,1,1,2025-12-01
desktop,840,Character Creation Software,Technology,PropTech and Construction,9,8,9,2025-12-01
desktop,840,Pupillometry Devices,Technology,Event Management Technology,4,4,4,2025-12-01
desktop,840,Modded Mobile Games,Technology,Healthcare Technology,1,1,1,2025-12-01
desktop,840,Medical Device Inspection,Technology,Travel and Hospitality Technology,3,2,3,2025-12-01
desktop,840,Tapas,Financial Services,Lending and Credit Operations,3,3,3,2025-12-01
desktop,840,Product Launch Research,Technology,Data Analytics,18,17,17,2025-12-01
desktop,840,Higher Education Course Directory,Financial Services,Retail and Commercial Banking,26,22,22,2025-12-01
desktop,840,Chronic Disease Management Devices,Technology,Software Development,1,1,1,2025-12-01
desktop,840,Real-World Data (RWD) Analysis,Financial Services,Financial Data Analytics,12,12,12,2025-12-01
desktop,840,Salary Optimization Consulting,Technology,Design and 3D Technology,1,1,1,2025-12-01
desktop,840,Cyber Litigation,Technology,Event Management Technology,1,1,1,2025-12-01
desktop,840,Ethical Audits,Technology,Healthcare Technology,3,3,3,2025-12-01
desktop,840,Statistical Data Analysis,Financial Services,General Financial Services & Support,9,9,9,2025-12-01
desktop,840,Nightscape Photography Prints,Technology,Retail and E-commerce Tech,2,2,2,2025-12-01
desktop,840,Crib Sheets,Financial Services,General Financial Services & Support,22,21,21,2025-12-01
desktop,840,Actuarial Audit,Technology,Travel and Hospitality Technology,1,1,1,2025-12-01
desktop,840,Nut Packaging,Technology,Cybersecurity and Identity,1,1,1,2025-12-01
desktop,840,Rotordynamic Analysis,Aerospace & Defense,Aviation Maintenance & Services,2,2,2,2025-12-01
desktop,840,Program Leadership Consulting,Financial Services,Investment and Wealth Advisory,38,33,33,2025-12-01
desktop,840,Contribution Calculators,Aerospace & Defense,General Aerospace & Infrastructure,3,2,2,2025-12-01
desktop,840,LED Lighting for Displays,Technology,IoT and Smart Infrastructure,15,13,13,2025-12-01
desktop,840,Historical Essays,Technology,Digital Media and Content,12,9,10,2025-12-01
desktop,840,Sports Statistics Software,Financial Services,Real Estate Financing,5,5,5,2025-12-01
desktop,840,Packaging Mockups,Technology,Blockchain and Cryptocurrency,4,3,3,2025-12-01
desktop,840,Multimedia Workshops,Technology,Retail and E-commerce Tech,1,1,1,2025-12-01
desktop,840,Visa & Passport Consulting,Technology,Internet and Web Services,20,11,11,2025-12-01
desktop,840,CPAP Therapy Support,Technology,Hardware and Electronics,3,3,3,2025-12-01
desktop,840,Cell Tower Location Data,Technology,Sports and Fitness Technology,1,1,1,2025-12-01
desktop,840,Nutrition Guidance Software,Technology,Design and 3D Technology,4,4,4,2025-12-01
desktop,840,Affiliate Product Listings,Technology,Artificial Intelligence,2,2,2,2025-12-01
desktop,840,Restaurant Discovery Platform,Technology,AgriTech and FoodTech,5,5,5,2025-12-01
desktop,840,Wall Design & Finishing,Technology,Hardware and Electronics,2,2,2,2025-12-01
desktop,840,Public Facility Electrical Works,Technology,IoT and Smart Infrastructure,1,1,1,2025-12-01
desktop,840,Social Media Asset Creation,Technology,Software Solutions,16,16,16,2025-12-01
desktop,840,River Floating,Technology,Educational Technology,1,1,1,2025-12-01
desktop,840,Academic English Exam Preparation,Technology,Software Development,1,1,1,2025-12-01
desktop,840,Agricultural IT Solutions,Technology,Artificial Intelligence,4,3,3,2025-12-01
desktop,840,Light Bulb Replacement,Technology,Retail and E-commerce Tech,6,2,3,2025-12-01
desktop,840,AI-Powered Interviewing Software,Technology,Government Technology,17,13,14,2025-12-01
desktop,840,Automotive Themed Art,Aerospace & Defense,Aircraft Manufacturing,1,1,1,2025-12-01
desktop,840,Oilfield Water Management,Technology,Government Technology,1,1,1,2025-12-01
desktop,840,Telescopic Cleaning Tools,Technology,Energy and Environmental Tech,11,8,9,2025-12-01
desktop,840,Medical Billing Compliance Consulting,Technology,Educational Technology,1,1,1,2025-12-01
desktop,840,Personalized Floor Mats,Technology,Mobility and Logistics,5,3,3,2025-12-01
desktop,840,Contractor Accommodation,Technology,Mobility and Logistics,1,1,1,2025-12-01
desktop,840,Crossfit Shoes,Technology,Mobility and Logistics,26,13,14,2025-12-01
desktop,840,Career Analysis,Technology,Telecommunications and Networking,6,6,6,2025-12-01
desktop,840,Recruitment Process Management,Financial Services,Payment Processing Systems,26,22,23,2025-12-01
desktop,840,Vacation Study Programs,Aerospace & Defense,Unmanned Systems,1,1,1,2025-12-01
desktop,840,Fertility Monitors,Financial Services,Payment Processing Systems,1,1,1,2025-12-01
desktop,840,Music & Band Merchandise,Technology,Retail and E-commerce Tech,12,6,6,2025-12-01
desktop,840,Cultural Project Consulting,Technology,Digital Media and Content,9,9,9,2025-12-01
desktop,840,Game Video Production,Aerospace & Defense,Space Technology,4,4,4,2025-12-01
desktop,840,Botanical Sculptures,Technology,Event Management Technology,2,2,2,2025-12-01
desktop,840,Quick Detailers,Financial Services,Regulatory Compliance Bodies,1,1,1,2025-12-01
desktop,840,Jewelry Showcases,Financial Services,Accounting and Auditing,2,2,2,2025-12-01
desktop,840,Microbial Identification Services,Technology,Mobility and Logistics,4,4,4,2025-12-01
desktop,840,Intermittent Fasting Guides,Technology,Social Platforms,5,5,5,2025-12-01
desktop,840,Electrical CAD Services,Technology,PropTech and Construction,8,6,6,2025-12-01
desktop,840,Pizzeria Consulting,Technology,IT Services and Support,2,2,2,2025-12-01
desktop,840,Value for Money Consulting,Technology,Travel and Hospitality Technology,14,13,13,2025-12-01
desktop,840,Lipo Batteries,Aerospace & Defense,Aerospace Parts & Systems,42,18,19,2025-12-01
desktop,840,Visual Content,Technology,Search and Information Discovery,13,10,10,2025-12-01
desktop,840,55+ Active Adult Communities,Financial Services,Retirement Planning,5,5,5,2025-12-01
desktop,840,Palliative Pet Care,Technology,Search and Information Discovery,2,1,1,2025-12-01
desktop,840,Indigo Fabric,Technology,AgriTech and FoodTech,4,3,3,2025-12-01
desktop,840,M&A Legal Services,Financial Services,Retail and Commercial Banking,17,15,15,2025-12-01
desktop,840,Editorial Direction,Technology,Digital Media and Content,15,12,12,2025-12-01
desktop,840,Financial Planning & Reporting Consulting,Technology,Artificial Intelligence,3,2,2,2025-12-01
desktop,840,Cloud Storage Search Engine,Technology,Consumer Electronics and Personal Computing,3,3,3,2025-12-01
desktop,840,Software Tools Information,Technology,Government Technology,4,4,4,2025-12-01
desktop,840,Digital Identity Services (SPID),Financial Services,Regulatory Compliance Bodies,6,6,6,2025-12-01
desktop,840,Social Policy News,Technology,PropTech and Construction,6,5,5,2025-12-01
desktop,840,Hearing Health Checks,Technology,Consumer Electronics and Personal Computing,3,3,3,2025-12-01
desktop,840,Sales Management,Technology,Educational Technology,1,1,1,2025-12-01
desktop,840,Information Systems Training,Technology,Telecommunications and Networking,9,8,8,2025-12-01
desktop,840,Leaflet Design & Production,Technology,Energy and Environmental Tech,2,2,2,2025-12-01
desktop,840,Embedded Systems Development Resources,Technology,Scientific Research Tech,12,7,7,2025-12-01
desktop,840,Rental Car Coordination,Financial Services,Real Estate Financing,1,1,1,2025-12-01
desktop,840,Podcast Summaries,Technology,General Technology and Services,1,1,1,2025-12-01
desktop,840,Educational Presentations (PowerPoints),Technology,Aerospace and Defense,4,3,3,2025-12-01
desktop,840,Firearms Expert Witness Services,Aerospace & Defense,General Aerospace & Infrastructure,2,2,2,2025-12-01
desktop,840,Electronics Classifieds,Technology,Retail and E-commerce Tech,4,3,4,2025-12-01
desktop,840,Hospitality Analytics Software,Technology,Data Analytics,10,7,7,2025-12-01
desktop,840,Cryptocurrency Investment Analysis,Financial Services,Retail and Commercial Banking,10,9,9,2025-12-01
desktop,840,Minecraft Server Resources,Aerospace & Defense,Defense Systems,6,6,6,2025-12-01
desktop,840,Psychology & Mental Health Training,Technology,Healthcare Technology,6,6,6,2025-12-01
desktop,840,Animatics Production,Technology,Sports and Fitness Technology,19,12,12,2025-12-01
desktop,840,EFI Tuning & Diagnostics,Financial Services,Real Estate Financing,1,1,1,2025-12-01
desktop,840,Game Downloads (Unofficial),Technology,IT Services and Support,24,21,21,2025-12-01
desktop,840,Office Mini PCs,Technology,Educational Technology,13,11,11,2025-12-01
desktop,840,Hotel Babysitting Services,Financial Services,Retirement Planning,2,2,2,2025-12-01
desktop,840,Building Contractors Directory,Technology,Event Management Technology,17,15,15,2025-12-01
desktop,840,Noodle Cookers,Technology,Gaming and Immersive Tech,2,2,2,2025-12-01
desktop,840,Grammar and Vocabulary Resources,Aerospace & Defense,Aircraft Manufacturing,8,8,8,2025-12-01
desktop,840,Limited Edition Apparel,Financial Services,Investment and Wealth Advisory,1,1,1,2025-12-01
desktop,840,Liquidity Mining,Technology,Financial Technology,21,17,17,2025-12-01
desktop,840,Mobile Gymnastics Classes,Technology,Gaming and Immersive Tech,3,3,3,2025-12-01
desktop,840,Marine Charting Software,Technology,IT Services and Support,1,1,1,2025-12-01
desktop,840,Sideloading Tools,Technology,Blockchain and Cryptocurrency,26,20,20,2025-12-01
desktop,840,Community Resource Guidance,Technology,Internet and Web Services,1,1,1,2025-12-01
desktop,840,Recreational Runs,Technology,Retail and E-commerce Tech,2,2,2,2025-12-01
desktop,840,Xiaomi Phones,Technology,General Technology and Services,11,9,10,2025-12-01
desktop,840,ESP8266 Projects,Financial Services,Financial Technology Innovation,2,2,2,2025-12-01
desktop,840,Laces & Borders,Technology,Marketing and AdTech,5,5,5,2025-12-01
desktop,840,Terrestrial TV Equipment,Technology,Consumer Electronics and Personal Computing,2,2,2,2025-12-01
desktop,840,Cultural Space Rental,Financial Services,Regulatory Compliance Bodies,1,1,1,2025-12-01
desktop,840,Digital Printing Substrates,Technology,Digital Media and Content,5,3,3,2025-12-01
desktop,840,USCG Compliance Consulting,Technology,Search and Information Discovery,1,1,1,2025-12-01
desktop,840,Innovation Support,Technology,General Technology and Services,5,5,5,2025-12-01
desktop,840,Wall Letters,Technology,AgriTech and FoodTech,1,1,1,2025-12-01
desktop,840,Supply Chain Events,Financial Services,Financial Data Analytics,2,2,2,2025-12-01
desktop,840,Government Tender Aggregation,Technology,Marketing and AdTech,7,7,7,2025-12-01
desktop,840,Marketing Roadmaps,Technology,IoT and Smart Infrastructure,9,9,9,2025-12-01
desktop,840,Social Blogging,Financial Services,Investment and Wealth Advisory,9,7,7,2025-12-01
desktop,840,Packaging Assembly,Financial Services,Regulatory Compliance Bodies,1,1,1,2025-12-01
desktop,840,Naval Cables,Financial Services,Regulatory Compliance Bodies,2,1,1,2025-12-01
desktop,840,On-site Security,Aerospace & Defense,Aerospace Parts & Systems,5,4,4,2025-12-01
desktop,840,Tech Buying Guides,Financial Services,Payment Processing Systems,2,2,2,2025-12-01
desktop,840,Study Permit Assistance,Technology,Cybersecurity and Identity,25,19,19,2025-12-01
desktop,840,Weather Mapping,Technology,Energy and Environmental Tech,9,3,4,2025-12-01
desktop,840,Hospitality Procurement Consulting,Technology,Search and Information Discovery,1,1,1,2025-12-01
desktop,840,Watch & Clock Restoration,Financial Services,Retail and Commercial Banking,3,3,3,2025-12-01
desktop,840,Art Marketplace,Technology,Social Platforms,6,4,5,2025-12-01
desktop,840,Sports Hall of Fame Management,Aerospace & Defense,Unmanned Systems,1,1,1,2025-12-01
desktop,840,Cemetery Works,Technology,Scientific Research Tech,1,1,1,2025-12-01
desktop,840,School Branded Drinkware,Technology,Event Management Technology,4,3,3,2025-12-01
desktop,840,Heat Exchanger Design,Financial Services,Accounting and Auditing,2,2,2,2025-12-01
desktop,840,Business Income Tax Preparation,Financial Services,Payment Processing Systems,10,9,9,2025-12-01
desktop,840,Local Entertainment Guides,Technology,Social Platforms,8,7,7,2025-12-01
desktop,840,Biotherapeutics Development,Technology,Mobility and Logistics,5,3,3,2025-12-01
desktop,840,Product Promotions,Technology,Travel and Hospitality Technology,22,20,20,2025-12-01
desktop,840,Block-based Programming Courses,Technology,Data Analytics,3,3,3,2025-12-01
desktop,840,Social Impact Recognition,Technology,PropTech and Construction,13,9,9,2025-12-01
desktop,840,Leadership Development Coaching,Technology,Software Solutions,3,3,3,2025-12-01
desktop,840,Wedding Event Production,Technology,PropTech and Construction,1,1,1,2025-12-01
desktop,840,Holiday Stockings,Technology,Blockchain and Cryptocurrency,4,3,4,2025-12-01
desktop,840,Stone Sinks,Technology,Design and 3D Technology,5,5,5,2025-12-01
desktop,840,Property Investment Advisory,Technology,PropTech and Construction,3,3,3,2025-12-01
desktop,840,Mindfulness Exercises,Technology,Educational Technology,33,23,24,2025-12-01
desktop,840,Exocad Training,Technology,Digital Media and Content,2,2,2,2025-12-01
desktop,840,Non-Invasive Hemodynamic Monitoring,Financial Services,Payment Processing Systems,6,1,1,2025-12-01
desktop,840,Card Grading Services,Financial Services,Investment and Wealth Advisory,2,2,2,2025-12-01
desktop,840,Database Monitoring Services,Aerospace & Defense,Aviation Maintenance & Services,1,1,1,2025-12-01
desktop,840,IoT Tracking Devices,Technology,Software Solutions,7,6,6,2025-12-01
desktop,840,School Promotional Video Production,Technology,Marketing and AdTech,7,7,7,2025-12-01
desktop,840,Cryptocurrency Forensics,Technology,Internet and Web Services,10,8,8,2025-12-01
desktop,840,Student Advocacy,Financial Services,Lending and Credit Operations,2,2,2,2025-12-01
desktop,840,Wool Wholesale,Technology,Digital Media and Content,1,1,1,2025-12-01
desktop,840,Hair Strengthening Treatments,Technology,AgriTech and FoodTech,16,7,9,2025-12-01
desktop,840,Industry-Specific Staffing,Technology,Consumer Electronics and Personal Computing,3,3,3,2025-12-01
desktop,840,Content Creation & Blogging,Technology,Mobility and Logistics,13,9,10,2025-12-01
desktop,840,Drug and Alcohol Detoxification,Financial Services,Debt Management Services,19,13,13,2025-12-01
desktop,840,Bourbon Retail,Financial Services,Currency and Commodity Trading,4,4,4,2025-12-01
